,fieldID,mjdExpStart,mjd,mjdNightStart,mjdNightEnd,mjdExptime,scheduled,racen,deccen,alt,az,airmass,moonRA,moonDec,moonAlt,moonAz,moonSep,moonPhase
4631,3397,59310.44668,59310.0,59310.08418,59310.506713,0.0125,False,261.1577758749621,-4.024646153660819,51.549517234927016,161.0734403385145,1.2769013330161885,316.13068985644924,-22.120496555506342,6.0620133277570885,121.1425623773874,56.159971928082975,0.2901960245575682
4632,3397,59310.45918,59310.0,59310.08418,59310.506713,0.0125,False,261.1577758749621,-4.024646153660819,52.55537963443843,168.2112799325203,1.259538846325335,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430877,56.285263132838566,0.2890081933506384
4633,3397,59310.47168,59310.0,59310.08418,59310.506713,0.0125,False,261.1577758749621,-4.024646153660819,53.08986081547433,175.61060896483352,1.2506591062438366,316.4086054154224,-22.081762391730685,12.197820000622215,126.51358780812323,56.40629493267097,0.2878221466170632
4634,3399,59310.38418,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,41.992979465982046,129.04303313402124,1.4946799645237572,315.3516502652759,-22.20392175017328,-10.529201266302984,109.62589171902674,55.466016337156525,0.2961617235399728
4635,3399,59310.39668,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,44.83722112186092,133.86409577560326,1.4182485635960198,315.5174564716682,-22.188263662053227,-7.102254936077888,111.76601842468521,55.61132523830232,0.2949650661362658
4636,3399,59310.40918,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,47.44887558630046,139.17399927503865,1.3574521422001204,315.678207006948,-22.17222121135841,-3.722299510147172,113.97447199470832,55.7521001444755,0.2937701610744794
4637,3399,59310.42168,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,49.780950022370746,145.0165368454628,1.3096181025208495,315.833943980785,-22.155664533484934,-0.3962580947845376,116.26434613951979,55.88834244404236,0.2925770148291392
4638,3399,59310.43418,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,51.78080746835212,151.41371152581706,1.272831901039457,315.98473835099173,-22.13846510382167,2.8680965273304477,118.64908196905712,56.02008085253524,0.291385633845917
4639,3399,59310.44668,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,53.3927830576611,158.35074987182892,1.2457296873837231,316.13068985644924,-22.12049655550634,6.0620133277570885,121.14256237738739,56.14737152896163,0.2901960245575682
4640,3399,59310.45918,59310.0,59310.08418,59310.506713,0.012500000000000002,False,262.21203332433595,-1.7798190230414042,54.562988856532776,165.76130796632708,1.2273651925989657,316.2719267653894,-22.10163550628857,9.17562730252894,123.75914083430877,56.270298024066,0.2890081933506384
